Año,Clave_Ent,Entidad,Cve. Municipio,Municipio,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2021,11,Guanajuato,11004,Apaseo el Alto,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11004,Apaseo el Alto,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11004,Apaseo el Alto,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11004,Apaseo el Alto,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,2,1,1,1,2,0,2,1,1,1,0,0.0
2021,11,Guanajuato,11004,Apaseo el Alto,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,1,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11004,Apaseo el Alto,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11005,Apaseo el Grande,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,11,10,21,15,4,12,4,20,7,9,7,6.0
2021,11,Guanajuato,11005,Apaseo el Grande,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,1,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11005,Apaseo el Grande,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,1,0,7,5,1,1,1,1,3,2,0,1.0
2021,11,Guanajuato,11005,Apaseo el Grande,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11005,Apaseo el Grande,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11005,Apaseo el Grande,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11005,Apaseo el Grande,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,2,2,1,1,0,1,1,1,2,1,3.0
2021,11,Guanajuato,11005,Apaseo el Grande,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,0,0,0,0,0,1.0
2021,11,Guanajuato,11005,Apaseo el Grande,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11006,Atarjea,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11006,Atarjea,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11006,Atarjea,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11006,Atarjea,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11006,Atarjea,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11006,Atarjea,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11006,Atarjea,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11006,Atarjea,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11006,Atarjea,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11007,Celaya,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,27,17,21,21,29,21,30,34,25,26,34,40.0
2021,11,Guanajuato,11007,Celaya,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,1,0,0,1,3,0.0
2021,11,Guanajuato,11007,Celaya,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,6,7,6,11,6,4,3,4,7,12,5,6.0
2021,11,Guanajuato,11007,Celaya,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11007,Celaya,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11007,Celaya,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11007,Celaya,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,2,4,1,1,2,1,1,5,2,6,6,2.0
2021,11,Guanajuato,11007,Celaya,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,1,0,0,1,1,0,0,0,0,1,0.0
2021,11,Guanajuato,11007,Celaya,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11008,Manuel Doblado,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,1,0.0
2021,11,Guanajuato,11008,Manuel Doblado,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,1,0,0,0,0,0,0.0
2021,11,Guanajuato,11008,Manuel Doblado,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11008,Manuel Doblado,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11008,Manuel Doblado,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11008,Manuel Doblado,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11008,Manuel Doblado,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,0,1,0,0,0,0,0,1,0,1.0
2021,11,Guanajuato,11008,Manuel Doblado,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11008,Manuel Doblado,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11009,Comonfort,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,4,10,12,2,2,1,2,0,3,1,0,2.0
2021,11,Guanajuato,11009,Comonfort,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11009,Comonfort,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,2,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11009,Comonfort,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11009,Comonfort,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11009,Comonfort,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11009,Comonfort,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,2,0,0,0,0,0,2,0,0,0,0,1.0
2021,11,Guanajuato,11009,Comonfort,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,0,0,1,0,0,0.0
2021,11,Guanajuato,11009,Comonfort,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11010,Coroneo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11010,Coroneo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11010,Coroneo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11010,Coroneo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11010,Coroneo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11010,Coroneo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11010,Coroneo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,0,0,0,0,0,0,1,0,0,0.0
2021,11,Guanajuato,11010,Coroneo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,0,0,0,1,0,0.0
2021,11,Guanajuato,11010,Coroneo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11011,Cortazar,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,6,5,4,3,4,1,2,1,2,0,2,4.0
2021,11,Guanajuato,11011,Cortazar,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11011,Cortazar,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,1,1,0,0,0,2,0,2,0,0,0.0
2021,11,Guanajuato,11011,Cortazar,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11011,Cortazar,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11011,Cortazar,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11011,Cortazar,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,1,0,0,0,1,0,0,1,1,0.0
2021,11,Guanajuato,11011,Cortazar,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11011,Cortazar,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11012,Cuerámaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,2.0
2021,11,Guanajuato,11012,Cuerámaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11012,Cuerámaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0,0,0,0,0,0,0,0,1.0
2021,11,Guanajuato,11012,Cuerámaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11012,Cuerámaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11012,Cuerámaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11012,Cuerámaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,0,1,1,1,0,1,0,0,0,1.0
2021,11,Guanajuato,11012,Cuerámaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,1,0,0,0,0,0.0
2021,11,Guanajuato,11012,Cuerámaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11013,Doctor Mora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,0,0,0,0,1,0,0,1,0,0,0.0
2021,11,Guanajuato,11013,Doctor Mora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11013,Doctor Mora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0,1,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11013,Doctor Mora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11013,Doctor Mora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11013,Doctor Mora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11013,Doctor Mora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,0,0,1,0,0,1,0,0,0,0.0
2021,11,Guanajuato,11013,Doctor Mora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,1,0,0,0,0,0.0
2021,11,Guanajuato,11013,Doctor Mora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,2,4,2,1,2,3,2,1,2,0,1,0.0
2021,11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,1,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,2,1,0,0,0,0,0,0,1.0
2021,11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,4,1,4,1,3,3,2,1,1,2,2,4.0
2021,11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,1,0,1,1,0,0,0,0,0,0.0
2021,11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11015,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,2,4,3,2,1,0,4,0,1,0,0,1.0
2021,11,Guanajuato,11015,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,1,0,0,0,0.0
2021,11,Guanajuato,11015,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,3,0,2,0,0,1,0,1,0,1,0.0
2021,11,Guanajuato,11015,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11015,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11015,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11015,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,1,0,1,1,1,1,0,0,1,0,0.0
2021,11,Guanajuato,11015,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,0,1,0,0,0,0.0
2021,11,Guanajuato,11015,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11016,Huanímaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,1,2,1,0,1,0,0,0,1,0,0.0
2021,11,Guanajuato,11016,Huanímaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,1.0
2021,11,Guanajuato,11016,Huanímaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0,1,0,1,0,0,0,0,0.0
2021,11,Guanajuato,11016,Huanímaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11016,Huanímaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11016,Huanímaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11016,Huanímaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,1,1,1,1,0,0,1,0,0,0,0,0.0
2021,11,Guanajuato,11016,Huanímaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,1,1,1,0,0,1,0,0,0,0,1.0
2021,11,Guanajuato,11016,Huanímaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11017,Irapuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,13,11,16,16,16,20,15,20,16,16,13,7.0
2021,11,Guanajuato,11017,Irapuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,2,0,0,0,0,0,1,0,0,0.0
2021,11,Guanajuato,11017,Irapuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,5,2,4,4,5,0,7,3,2,2,2,1.0
2021,11,Guanajuato,11017,Irapuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11017,Irapuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11017,Irapuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11017,Irapuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,11,6,7,5,5,9,5,11,6,5,5,10.0
2021,11,Guanajuato,11017,Irapuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,10,1,4,3,3,3,5,3,2,3,2,6.0
2021,11,Guanajuato,11017,Irapuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11018,Jaral del Progreso,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,1,1,4,3,1,1,0,3,0,0,0,1.0
2021,11,Guanajuato,11018,Jaral del Progreso,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,1,0,0,0,0,0,1,0,0,0,0.0
2021,11,Guanajuato,11018,Jaral del Progreso,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,1,0,2,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11018,Jaral del Progreso,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11018,Jaral del Progreso,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11018,Jaral del Progreso,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11018,Jaral del Progreso,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,2,0,1,0,0,0,0,0,2,0.0
2021,11,Guanajuato,11018,Jaral del Progreso,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,0,0,0,0,0,1.0
2021,11,Guanajuato,11018,Jaral del Progreso,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11019,Jerécuaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,2,1,0,2,0,0,1,0,0,0,0,0.0
2021,11,Guanajuato,11019,Jerécuaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11019,Jerécuaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,1,1,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11019,Jerécuaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11019,Jerécuaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11019,Jerécuaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11019,Jerécuaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,1,1,0,0,1,0,0,0,0,0,0,1.0
2021,11,Guanajuato,11019,Jerécuaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,2,2,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11019,Jerécuaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11020,León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,42,29,52,51,61,41,56,43,54,69,40,48.0
2021,11,Guanajuato,11020,León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,2,3,1,1,0,0,1,4,0,2,5,3.0
2021,11,Guanajuato,11020,León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,7,13,10,5,18,6,11,6,9,6,7,3.0
2021,11,Guanajuato,11020,León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11020,León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11020,León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11020,León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,5,3,7,6,7,5,10,6,6,9,4,7.0
2021,11,Guanajuato,11020,León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,3,0,1,1,2,8,5,4,1,1,4,2.0
2021,11,Guanajuato,11020,León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11021,Moroleón,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,4,3,4,5,2,2,5,1,0,0,0,0.0
2021,11,Guanajuato,11021,Moroleón,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11021,Moroleón,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,1,1,3,0,0,0,0,0,0.0
2021,11,Guanajuato,11021,Moroleón,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11021,Moroleón,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11021,Moroleón,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11021,Moroleón,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,0,0,0,0,0,1,0,0,2,0.0
2021,11,Guanajuato,11021,Moroleón,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,0,1,0,0,0,0.0
2021,11,Guanajuato,11021,Moroleón,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11022,Ocampo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11022,Ocampo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11022,Ocampo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,11,Guanajuato,11022,Ocampo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
